回数,賞,ID,song_by,歌詞
43,金賞,13126,海鳴り_by_田川寿美,こんな別れが 来るのなら あなたとは… めぐり逢わずに いたかった 遠く聞こえる 冬の海鳴りが やつれた女の 胸を打つ 愛の名残りを 掻き消すような 北の岬の 波しぶき 女ひとりで 生きてゆく 淋しさは… わかる筈ない あなたには 遠い思い出に 今もすがりつく 私の涙が 見えますか 寒い北国の こゝは行き止まり 何処へこの身を 置けばいゝ あなた恋しと 泣く胸に 海鳴りが… やさしいあなたの 声になる 吹雪舞い上がり 海に消えてゆく からだの芯まで 凍ります 夢でもいゝから もう一度だけ あなたに抱かれて 眠りたい
43,金賞,13333,Steppin' and Shakin'_by_DA PUMP,永久に見続けたい 守り続けていたいもの 今が全てと生きてた 僕を変えた君のこと (ラップ)yeah! かっとばせ!朝まで!街は不夜城! (Do You understand?) 夢もなく たむろパークピーク知らず騒ぐ (Real Sound) あんなこと そんなことも もう過去のこと (Do You understand?) 君と過ごす時間 貴重ですごく ひどく明日が気になる夜(Rising Sun) 戯れて消えてゆく傷もある そして僕は君のために まちがいなく光る Shinin' Oh my life! まだ見ぬ明日も getting' in my hand 忘れかけていた 夢を見る (ラップ)そう夢を君と Steppin' and Shakin' together 必ず守るよ Shinin' On your life! これから始まる Big story with you あきらめかけてた 夢を見よう (ラップ)そう夢を君と Steppin' and Shakin' together 見たこともないもの 認めると照れくさいもの 気付いていても 抱き寄せることもできなかった僕で (ラップ)いつだってまだ見ぬ明後日 君といたいって (Do You understand?) 意味もなく軽くジョークトーク 君とはしゃぐ (Real Sound) どんな場所だって一緒 そうこれからも一生 (Do You understand?) 秘めた心もうどうしようもなく まだ見ぬ未来暗示してるよう(Rising Sun) 傷ついて見えてくる夢もある そして僕は君とともに まちがいなく光る Shinin' On my life! まだ見ぬ明日も getting' in my hand 失いかけてた愛を知る (ラップ)そう夢を君と Steppin' and Shakin' together 必ず守るよ Shinin' On your life! これから始まる Big story with you あきらめかけてた 夢を見よう (ラップ)そう夢を君と Steppin' and Shakin' together まちがいなく光る Shinin' Oh my life! まだ見ぬ明日も getting' in my hand 忘れかけていた 夢を見る (ラップ)そう夢を君と Steppin' and Shakin' together 必ず守るよ Shinin' On your life! これから始まる Big story with you あきらめかけてた 夢を見よう (ラップ)そう夢を君と Steppin' and Shakin' together
43,金賞,12999,春が来た_by_天童よしみ,あきらめかけてた 女の夢ひとつ 初めて咲きました あなたの優しさで 守って下さい 嵐が来た時は 折れて散りそな 花だから 胸につつんで 抱いててね あゝ春が来た あなたと言う名の 春が来た 待ってて良かった あなたに逢えました 忘れていいですね 心の傷あとは うしろは見ません 明日(あした)が逃げるから まわり道でも いいんです そこにしあわせ あるのなら あゝ春が来た あなたと言う名の 春が来た 笑顔も仕草も 私に似てるのね 信じてみたいのよ 一途な人だもの 迷わず生きてく 最後と決めたから ふれたその手の ぬくもりを 永遠(あい)と読んでも いいですか あゝ春が来た あなたと言う名の 春が来た
43,金賞,14393,Dearest_by_浜崎あゆみ,本当に大切なもの以外 全て捨ててしまえたら いいのにね 現実はただ残酷で そんな時いつだって 目を閉じれば 笑ってる君がいる Ah-いつか永遠の 眠りにつく日まで どうかその笑顔が 絶え間なくある様に 人間(ヒト)は皆悲しいかな 忘れゆく 生き物だけど 愛すべきもののため 愛をくれるもののため できること Ah-出会ったあの頃は 全てが不器用で 遠まわりしたよね 傷つけ合ったよね Ah-いつか永遠の 眠りにつく日まで どうかその笑顔が 絶え間なくある様に Ah-出会ったあの頃は 全てが不器用で 遠まわりしたけど 辿りついたんだね
43,レコード大賞,14393,Dearest_by_浜崎あゆみ,本当に大切なもの以外 全て捨ててしまえたら いいのにね 現実はただ残酷で そんな時いつだって 目を閉じれば 笑ってる君がいる Ah-いつか永遠の 眠りにつく日まで どうかその笑顔が 絶え間なくある様に 人間(ヒト)は皆悲しいかな 忘れゆく 生き物だけど 愛すべきもののため 愛をくれるもののため できること Ah-出会ったあの頃は 全てが不器用で 遠まわりしたよね 傷つけ合ったよね Ah-いつか永遠の 眠りにつく日まで どうかその笑顔が 絶え間なくある様に Ah-出会ったあの頃は 全てが不器用で 遠まわりしたけど 辿りついたんだね
43,金賞,12996,三年ぶりの人だから_by_原田悠里,酔ったふりして 寄り添えば 胸に広がる なつかしさ… 甘くせつなく ときめく心 三年ぶりの 人だから お酒をあなたに 注ぎ足して ともす女の 恋灯り 何度も手直し した化粧 今も綺麗(きれい)と 言われたい… 嬉し恥(はずか)し ときめく心 三年ぶりの 夜だから 話しは尽きない いつまでも 窓にこぼれる 街灯り 変わらぬあなたの 優しさが 指の先まで しみて行く… 甘くせつなく ときめく心 三年ぶりの 人だから 今夜はこのまま 帰らない ともる女の 夢灯り
43,金賞,12808,大井追っかけ音次郎_by_氷川きよし,渡る雁(かりがね) 東の空に 俺の草鞋は 西を向く 意地は三島の 東海道も 変わる浮き世の 袖しぐれ やっぱりね そうだろね しんどいね 未練だね 大井追っかけ音次郎 音次郎 寄るに寄れない 清水の港 またぐ敷居が 高すぎる 島田くずして 嫁菜を摘んだ あの娘恨むは 筋ちがい やっぱりね そうだろね しんどいね 未練だね 胸にしみるぜ茶のかおり 茶のかおり 越すに越せなきゃ しおからトンボ 土堤のすすきで 雨やどり 情け掛川 みかんの小枝 折れば涙の 花が散る やっぱりね そうだろね しんどいね 未練だね 大井追っかけ音次郎 音次郎
43,金賞,13675,IS IT YOU?_by_hitomi,時は気まぐれ 夜空にうかぶ星座は 何をもの語り どんな運命をくれるのだろう 僕は夢見て 心へとつながって たったひとつだけ それだけ 流れ星に願った 君だと信じた瞬間に 強い風が吹き乱れた いつからか癒されて とまどいも消えて 探してた未来へと続く道 君となら行けるかもネ 君だよこのトビラを 開くカギはきっと 雨に三日月 あの空は涙して どんな慰めもなくて 過ぎゆく時を待ってる 僕は君にネ 伝える言葉探して この姿もっと もっとその心に残したい 強くなれるから求めてくから どんなコトがあったとしても 絡まった今日だって 諦めはしない ココロかよわせて選んだ道 君となら歩いて行くよ 新しく始まる世界 この場所から 口笛を吹くように KISSをして あの日のままでいようよ 二人しかわからない 隠れ家を探してネ このままで そのままで 君だと信じた瞬間に 強い風が吹き乱れた いつからか癒されて とまどいも消えて 探してた未来へと続く道 君となら行けるかもネ 君だよこのトビラを 開くカギはきっと 君だとわかった
43,金賞,13680,Your innocence_by_hiro,遠いあの頃の願いは まだどこかに残ってるかな 過ぎていく季節の狭間に 置き忘れていないよね きっと憧れや夢なんて 懐かしむこと覚えたら 変えれない想い出と一緒で 過去のものになっていく 泣きたくて 泣けなくて 強がる時も もう一度 胸の中 問いかけてみて 当たり前だった 素直な瞳を 昨日よりも 取り戻せたら… 愛すべき人がいて 失えない場所がある だけど臆病にならないで 生まれ変わること 信じること いつだって描いてた あなただけの真実に 迷う日が訪れても so keep your innocence 忘れないで 誰も1人じゃ生きれなくて 支えてたり 頼ったりで だけど本当の無邪気な心 見せることを 怖がってたね 逢いたくて 逢えなくて 眠れなかった そんな日の あの気持ち 大切にして まだ失くせない 切ない瞬間を 明日からも 重ねられたら… 伝えたい人がいて 届けたい想いがある それは現在(いま)もこの先も ずっと消えないで 続いてくから いつだって捜してた 遠いあの日の願いに 少しでも近付くように so keep your innocence 忘れないで 愛すべき人がいて 失えない場所がある だけど臆病にならないで 生まれ変わること 信じること いつだって描いてた あなただけの真実に 迷う日が訪れても so keep your innocence 忘れないで
44,金賞,15572,亜麻色の髪の乙女_by_島谷ひとみ,亜麻色の長い髪を 風がやさしくつつむ 乙女は胸に白い花束を 羽のように 丘をくだり やさしい彼のもとへ 明るい歌声は恋をしてるから 亜麻色の長い髪を 風がやさしくつつむ 乙女は胸に白い花束を 羽のように 丘をくだり やさしい彼のもとへ 明るい歌声は恋をしてるから バラ色のほほえみ 青い空 幸せな二人はよりそう 亜麻色の長い髪を 風がやさしくつつむ 乙女は羽のように 丘をくだる 彼のもとへ バラ色のほほえみ 青い空 幸せな二人はよりそう 亜麻色の長い髪を 風がやさしくつつむ 乙女は羽のように 丘をくだる 亜麻色の長い髪を 風がやさしくつつむ 乙女は羽のように 丘をくだる 彼のもとへ 彼のもとへ
44,金賞,15609,Eternal Place_by_hiro,遙かな水平線に 陽は昇るから 心を止めないで 愛はいつでも不器用で 傷つけてしまうね こんなに好きなのに 私だけ見つめて 夕陽は忘れて 求めた手のぬくもりを 覚えていて Tell me how to live without your love 星の光 揺れていても あなたへの愛 変わらないから 信じていて 永遠の場所 あなたをつつんであげたい 逢えない夜でも いつもそばにいる 抱きしめるyesterday 涙の数だけ やがて来る夏の陽ざし 感じられる Tell me how to live without your love 世界の果てを 彷徨うように 未来への道 見失わないように 強く抱いて あの日みたいに Tell me how to live without your love 星はいつか 燃え尽きても あなたへの愛 変わらないから 信じていて 永遠の場所 Tell me how to live without your love 星の光 揺れていても あなたへの愛 変わらないから 信じていて 永遠の場所
44,金賞,15217,おんな坂_by_原田悠里,いつか幸福(しあわせ) くるだろうと そんな夢見て 生きてきた 辛くってサ 辛くってサ 何度泣いた日が 運命(さだめ)悲しい おんな坂 とうに忘れた 人なのに 未練ばかりの こぬか雨 辛くってサ 辛くってサ いつか呼んでいた 想い届かぬ おんな坂 ひとりぽっちにゃ 馴れてるが なんで枕が また濡れる 辛くってサ 辛くってサ こんな暮らしでも 強く生きます おんな坂
44,金賞,16109,貴船の宿_by_川中美幸,はじめから 身丈に合わない 恋ですが 結べる縁(えにし)は ありますか 雨をあつめて 流れる川と たぎる心は 拒(こば)めない 京都 北山 ―― 時雨かなしい 貴船の宿 逢うたびに 抱かれてしまえば 負けてゆく つもった恨みも 望みさえ 月の光に さらした肌を 責めているよな 小夜あらし 京都 草風呂 ―― 髪も冷たい 貴船の宿 何処までも 九十九(つづら)に折れてく 木の根みち ふたりの明日に 似てますね 風に打たれて 添えない恋が 落ちて点々 紅椿 京都 朝霧 ―― 夢もおぼろな 貴船の宿
44,金賞,15131,きよしのズンドコ節_by_氷川きよし,(ズンズンズン ズンドコ ズンズンズン ズンドコ) 風に吹かれて 花が散る 雨に濡れても 花が散る 咲いた花なら いつか散る おなじさだめの 恋の花 向こう横丁の ラーメン屋 赤いあの娘の チャイナ服 そっと目くばせ チャーシューを いつもおまけに 2・3枚 (ズンズンズン ズンドコ ズンズンズン ズンドコ) 明日 明後日 明々後日 変わる心の 風車 胸に涙が あふれても 顔にゃ出せない 男なら 角のガソリン スタンドの オイルまみれの お下げ髪 なぜかまぶしい 糸切り歯 こぼれエクボが 気にかかる (ズンズンズン ズンドコ ズンズンズン ズンドコ) 辛い時でも 泣き言は 口を結んで 一文字 いつかかならず 故郷へ 錦かざって 帰るから 守り袋を 抱きしめて お国訛りで 歌うのさ 西の空見て 呼んでみる 遠くやさしい お母さん (ズンズンズン ズンドコ ズンズンズン ズンドコ)
44,金賞,15531,キヲク_by_Every Little Thing,ただひとつだけのキヲク 胸の奥にある 色褪せた紙切れには笑顔が残った 「出逢わなければよかったね」と冗談でもどうして言えただろう 君のその優しさに気付きもしないで何を見てたのだろう 振り向けばいつもそこに君が居てくれるような気がした 薄紅ノ雪が舞って今日も変わらぬ風が吹く まだ上手に笑えなくて 日が暮れるのも忘れて確かめあうように あんなにも愛したこと誇りに思った ためらいもなく好きだなんて言えてしまう君に嫉妬していた 君を好きだと思う気持ちに理由など何も要らなかった ふたりなら永遠さえ叶うものだと信じていたね 抱き締めたそのぬくもり今もこの手に残ってる 思い出には出来なかった 伝えたいコトがあった それはおかしい程 簡単で 失ってやっと気付くそれはかけがえのないもの 振り向けばいつもそこに君が居てくれるような気がした 薄紅ノ雪が舞って今日も変わらぬ風が吹く キヲクの中 探していた
44,金賞,19206,さとうきび畑_by_森山良子,ざわわ ざわわ ざわわ 広いさとうきび畑は ざわわ ざわわ ざわわ 風が通りぬけるだけ 今日もみわたすかぎりに 緑の波がうねる 夏の陽ざしの中で ざわわ ざわわ ざわわ 広いさとうきび畑は ざわわ ざわわ ざわわ 風が通りぬけるだけ むかし海の向こうから いくさがやってきた 夏の陽ざしの中で ざわわ ざわわ ざわわ 広いさとうきび畑は ざわわ ざわわ ざわわ 風が通りぬけるだけ あの日鉄の雨にうたれ 父は死んでいった 夏の陽ざしの中で ざわわ ざわわ ざわわ 広いさとうきび畑は ざわわ ざわわ ざわわ 風が通りぬけるだけ そして私の生まれた日に いくさの終わりがきた 夏の陽ざしの中で ざわわ ざわわ ざわわ 広いさとうきび畑は ざわわ ざわわ ざわわ 風が通りぬけるだけ 風の音にとぎれて消える 母の子守の唄 夏の陽ざしの中で ざわわ ざわわ ざわわ 広いさとうきび畑は ざわわ ざわわ ざわわ 風が通りぬけるだけ 知らないはずの父の手に だかれた夢を見た 夏の陽ざしの中で ざわわ ざわわ ざわわ 広いさとうきび畑は ざわわ ざわわ ざわわ 風が通りぬけるだけ 父の声をさがしながら たどる畑の道 夏の陽ざしの中で ざわわ ざわわ ざわわ 広いさとうきび畑は ざわわ ざわわ ざわわ 風が通りぬけるだけ お父さんて呼んでみたい お父さんどこにいるの このまま緑の波に おぼれてしまいそう 夏の陽ざしの中で ざわわ ざわわ ざわわ けれどさとうきび畑は ざわわ ざわわ ざわわ 風が通りぬけるだけ 今日もみわたすかぎりに 緑の波がうねる 夏の陽ざしの中で ざわわ ざわわ ざわわ 忘れられない悲しみが ざわわ ざわわ ざわわ 波のように押し寄せる 風よ悲しみの歌を 海に返してほしい 夏の陽ざしの中で ざわわ ざわわ ざわわ 風に涙はかわいても ざわわ ざわわ ざわわ この悲しみは消えない
44,金賞,51752,涙そうそう_by_夏川りみ,古いアルバムめくり ありがとうってつぶやいた いつもいつも胸の中 励ましてくれる人よ 晴れ渡る日も 雨の日も 浮かぶあの笑顔 想い出遠くあせても おもかげ探して よみがえる日は 涙そうそう 一番星に祈る それが私のくせになり 夕暮れに見上げる空 心いっぱいあなた探す 悲しみにも 喜びにも おもうあの笑顔 あなたの場所から私が 見えたら きっといつか 会えると信じ 生きてゆく 晴れ渡る日も 雨の日も 浮かぶあの笑顔 想い出遠くあせても さみしくて 恋しくて 君への想い 涙そうそう 会いたくて 会いたくて 君への想い 涙そうそう
44,金賞,16392,女人高野_by_田川寿美,ひとりで行かせて この奥山は 女人高野(にょにんこうや)と 申します 愛も 明日も あきらめて 涙 おさめに まいります 通りゃんせ 通りゃんせ ここは どこの 細道じゃ 若い命を 惜しむよに 花が散ります はらはらと 燃えて咲くなら それでいい 枯れて散るなら それもいい ここは室生寺(むろうじ) 鐘の音 ああ 恋しくて 切なくて 女人高野の 風に泣く その手をはなして ここから先は 女人高野の おんな道 夢も みれんも ふり捨てて 命 洗いに まいります 通りゃんせ 通りゃんせ 行きは よいよい 帰りはこわい 迷うわたしを 招くよに 灯り揺れます ゆらゆらと 春に出会えりゃ それでいい 冬に別れりゃ それもいい ここは室生寺 鎧坂 ああ 逢いたくて 苦しくて 女人高野の 夜に泣く   燃えて咲くなら それでいい 枯れて散るなら それもいい ここは室生寺 鐘の音 ああ 恋しくて 切なくて 女人高野の 風に泣く
44,金賞,16083,Because of you_by_w-inds.,"I'd Like to Stay with You 永遠を灼き付けて終わる夏 (You Say Love!) No Reason ココロに夕陽沈む 変わりだした季節(シーズン) 僕の恋も夢も声も 濡れた砂に書いた手紙(レター) 波にさらわれた 胸に寄せては返す愛しさ (Life for You!) I Wanna Be Your All 愛を語り合おう (Life for You!) これがもう最後の花火だ You'll keep it Goin'on! Keep it On & On & On! (Life for You!) その光 永遠(とわ)に然り そのあり様 Like Endless Summer… I'd Like to Stay with You 裸足のまま追いかけた白い波 I'd Like to Stay with You 君がいれば きっと この夏は終ワラナイ…! So Tight いつも抱きしめたい 守り続けたい 君の夢も未来(あす)も過去も うまく火が点かない花火 風に手翳(かざ)せば 胸に灯り消えない愛しさ (Life for You!) I'd been Lookin' for You, & I'm Lookin' at You (Life for You!) 気まぐれに日が暮れ Evening Blow 過ぎゆく夏のページめくろう (Life for You!) この手に So Many 包んだら笑み 君とI'll Be There 夕陽(ひかり)浴びて… I'd Like to Stay with You 両手ひろげ受け止めた青い風 I'd Like to Stay with You 君のために もっと 強くなれる Whatever Night…! I'd Like to Stay with You 裸足のまま追いかけた白い波 I'd Like to Stay with You 両手ひろげ受け止めた青い風 I'd Like to Stay with You 永遠を灼き付けて終わる夏 I'd Like to Stay with You 君がいれば ずっと この夏は終ワラナイ…! I'd Like to Stay"
44,金賞,16014,Voyage_by_浜崎あゆみ,僕達は幸せになるため この旅路を行くんだ ほら笑顔がとても似合う 色褪せる事なく蘇る 儚く美しき日々よ 眩しい海焦がれた季節も 雪の舞い降りた季節も いつだって振り向けば あなたがいた 僕達は幸せになるため この旅路を行く 誰も皆癒えぬ傷を連れた 旅人なんだろう ほら笑顔がとても似合う 何度道に迷ったのだろう その度にあたたかい手を 差しのべてくれたのも あなたでした 僕達はこの長い旅路の 果てに何を想う 誰も皆愛求め彷徨う 旅人なんだろう 共に行こう飽きる程に 僕達はこの長い旅路の 果てに何を想う 誰も皆愛求め彷徨う 旅人なんだろう 共に行こう飽きる程に
44,レコード大賞,16014,Voyage_by_浜崎あゆみ,僕達は幸せになるため この旅路を行くんだ ほら笑顔がとても似合う 色褪せる事なく蘇る 儚く美しき日々よ 眩しい海焦がれた季節も 雪の舞い降りた季節も いつだって振り向けば あなたがいた 僕達は幸せになるため この旅路を行く 誰も皆癒えぬ傷を連れた 旅人なんだろう ほら笑顔がとても似合う 何度道に迷ったのだろう その度にあたたかい手を 差しのべてくれたのも あなたでした 僕達はこの長い旅路の 果てに何を想う 誰も皆愛求め彷徨う 旅人なんだろう 共に行こう飽きる程に 僕達はこの長い旅路の 果てに何を想う 誰も皆愛求め彷徨う 旅人なんだろう 共に行こう飽きる程に
44,金賞,15065,LISTEN TO MY HEART_by_BoA,Woe Baby 何を見てるの? 向かい風 その向こうに どんな未来画を 瞳細め 描くの? Oh Baby 淋しい夜には 飽きる程 電話した だけど ホントの 淋しさって 消えない‥‥ (never say  ever say  never ever say) Woe 時を 越えるたび 気づくね (every night  every night  never ever say) 心は 果てしなくて Listen to my heart Looking for your dream 求めるその場所は 自由なの?孤独なの? 私はそばにいる? Listen to my heart Looking for your dream 止まない風の中 たどり着く 輝きを 信じてる Woe Baby やっぱり思うの 後悔だけはしたくない ありふれた想い 君にだけつぶやくよ Oh Baby 愛なんて言葉 重過ぎて 言えないけど みつめていたい みつめられていたいよ (never say  ever say  never ever say) Woe もしも 違う明日が来ても (every night  every night  never ever say) 忘れない その瞳 Listen to my heart Looking for your dream どれくらい歩けば めぐり逢う? 満たされる? 優しくなれるだろう Listen to my heart Looking for your dream この街の何処かに あたたかい風が吹く 場所がある (never say  ever say  never ever say) Woe 時を 越えるたび 気づくね (every night  every night  never ever say) 心は 果てしなくて Listen to my heart Looking for your dream 求めるその場所は 自由なの?孤独なの? 私はそばにいる? Listen to my heart Looking for your dream 止まない風の中 たどり着く 輝きを 信じてる
45,金賞,16933,浮雲ふたり_by_神野美伽,浮雲みたいに このままふたり 流れて行けたら いいでしょうね あなたの影を 踏まないように わたしは心で 生きてる女 綺麗な愛だけ 信じます 小枝のつぼみは わたしの花ね 少しの陽だまり 下さいね あなたの胸の 小さな庭で わたしは心で 生きてる女 綺麗に咲く日を 信じます 遠くの浮雲 見つめるよりも 近くのわたしを 見つめてね あなたのそばを 離れぬように わたしは心で 生きてる女 綺麗な涙を 信じます
45,金賞,17298,おんなの一生～汗の花～_by_川中美幸,負けちゃ駄目だと 手紙の中に 皺(しわ)くちゃお札が 入ってた 晴れ着一枚 自分じゃ買わず 頑張る姿が 目に浮かぶ お母ちゃん……苦労を苦労と思わない あなたの笑顔が 支えです 俄か雨なら なおさらのこと 自分が濡れても 傘を貸す 人のやさしさ 教えてくれた 背すじを伸ばした 生き方も お母ちゃん……煮豆も根性で花咲かす あなたの言葉を 忘れない 歳をとっても 働きどおし おんなの一生 すり減った 楽になってと 頼んでみても いつでも笑って 首を振る お母ちゃん……一生懸命生きている あなたの背中が 道しるべ
45,金賞,18054,Double_by_BoA,書き殴るように 時駆け抜けた 君が隣にいた 螺旋(らせん)みたいでも 昇り続けた 手すりのない階段 近づくたびに 遠く感じる 夢なのに 切ないね OH ありのままの二人 願うから生きるの やすらぎも痛みも この手に DOUBLE TAKE IT! 悲しみも君への想いなら美しい 未来からの風を力に DOUBLE TAKE IT! 答えはきっと ひとつじゃないSO 好きは嫌いとEQUAL(イコール) 運命だって 偶然だって 会えたってことはREAL(リアル) わかり合うたび わからなくなる 愛なのに 寂しいよ OH 何にもしないよりも 求め悔やむほうがいい 二つの魂でつかむの DOUBLE TAKE IT! たどり着くゴールが白でもグレーでも 君となら笑顔で歩こう DOUBLE TAKE IT! 近づくたびに 遠く感じる 夢なのに 切ないね OH ありのままの二人 願うから生きるの やすらぎも痛みも この手に DOUBLE TAKE IT! 悲しみも君への想いなら美しい 未来からの風を力に DOUBLE TAKE IT!
45,金賞,17218,Together_by_EXILE,きっとShinin' days どこまでも 君と歩いていけたら いつの日か そう、かならず たどり着けるから 抱きしめてするKissだとか 交わすコトバが足りない そんなこともこれから あるのかもしれない けれど素顔でそばにいて 支えあえたら いつしか 君なしではいれない ぼくがそこにいるよ きっとShinin' days どこまでも 君と歩いていけたら Now and forever このすべてで 守り続けるさ 守り続けるさ ほんの小さなすれ違い わかりあえない…ほんとに? そんな時は自分から 近づいてみるのさ ただそれだけで 気づいたり 許せたりする、嘘じゃない キミとぼくの間もおなじなんだと思う きっとShinin' days そう強く 信じ続けていけたら Not so far away どんな時も 越えていけるから 越えていけるから… どうにもならないことで 泣いたりする日もある Yes! でも二人でいれば きっとShinin' days 雨上がり 空を見上げる瞳に Not so far away 届きそうな 虹が架かるから きっとShinin' days どこまでも キミと歩いていけたら いつの日か そう、必ず たどり着けるから たどり着けるから
45,金賞,17143,鳥取砂丘_by_水森かおり,潮の匂いに 包まれながら 砂に埋れて 眠りたい 失くした後で しみじみ知った あなたの愛の 大きさを 鳥取砂丘の 道は迷い道 ひとりで生きて 行けるでしょうか…。 指のすき間を こぼれて落ちた 砂と同(おんな)じ しあわせは 愛されぐせが いつしか付いて 愛することを 忘れてた 鳥取砂丘の 風に尋ねたい 私に罪が あるのでしょうか…。 二度と昨日へ 戻れぬように 砂が足跡 消して行く あなたと生きた 想い出捨てて 背伸びをすれば 涙越し 鳥取砂丘の 星が道しるべ 見えない明日が 見えるでしょうか…。
45,金賞,17513,Night Walk_by_DA PUMP,(ラップ)真夜中の東京そびえたつビル 見てる内に過去思い出してみる 大体が断片的に繋がる 見えない毒素に冒(おか)されてる Tell me why? 未だ答えは出ない Survive or Cooperation? だけじゃねえっしょって Tension 夜の街呑み込まれる 孤独は空へと吸い込まれる この街は 不安と希望 入り組んでいるけれど 輝ける未来 この歌で 掴む Night Walk And Thinking どんな時でも Baby Miss You And I Love 君と Oh Baby Night Walk And Thinking 重なり合えば 分かり合えるさ Uh Baby (ラップ)頭ん中聞こえるノイズ止めらんない everyday everynight 続く迷走 I think so 無理しない方が楽そう 楽勝でかざる勝利はまずそうでしょ? (like this ya'll) Take2はないlife time だからこそtruth見つめてたい l'm not変態じゃないがfake I hate そしてまた続くday by day 二人にはやるべきことが今はまだあるけれど 輝ける未来 この歌で 掴む Night Walk And Thinking 心配ないよ Baby Miss You And I Love 君を Oh Baby Night Walk And Thinking 目と目が合えば 分かり合えるさ Uh Baby (ラップ)ぞくぞくと湧き出る闇の支配者的 夜は孤独好み飲み込んでく もがく中差しのべた手にぎり返した瞬間は 未だ鮮明 運命的な物事でもないが 不確かな物より数段マシか、、、 確かな事はお前のその声が Night Walk And Thinking どんな時でも Baby Miss You And I Love 君と Oh Baby Night Walk And Thinking 重なり合えば 分かり合えるさ Uh Baby Night Walk And Thinking 心配ないよ Baby Miss You And I Love 君を Oh Baby Night Walk And Thinking 目と目が合えば 分かり合えるさ Uh Baby
45,金賞,18104,No way to say_by_浜崎あゆみ,残された遠い昔の 傷跡が疼き出してまた 震えてる心隠して 微笑みにすり替えた いくつになっても相変わらずな私は 今でも臆病で 強がる事ばかり覚えて行く 伝えたい想いは溢れるのに ねぇ上手く言葉にならない あなたに出会えていなければこんな もどかしい痛みさえも知らなかったね 少しずつ認め始めた 癒されぬ過去の存在と 拒めない未来にいくら 怯えても仕方ないと あとどの位の勇気が持てたら私は 大事なものだけを 胸を張って大事と言えるだろう 確かな想いは感じるのに ねぇいつも言葉に出来ない 誰もがこうして言葉にならない 想いを抱えながら今日も生きている 伝えたい想いは溢れるのに ねぇ上手く言葉にならない あなたに出会えていなければこんな もどかしい痛みさえも知らずに 確かな想いは感じるのに ねぇいつも言葉に出来ない 誰もがこうして言葉にならない 想いを抱えながら今日も生きている
45,レコード大賞,18104,No way to say_by_浜崎あゆみ,残された遠い昔の 傷跡が疼き出してまた 震えてる心隠して 微笑みにすり替えた いくつになっても相変わらずな私は 今でも臆病で 強がる事ばかり覚えて行く 伝えたい想いは溢れるのに ねぇ上手く言葉にならない あなたに出会えていなければこんな もどかしい痛みさえも知らなかったね 少しずつ認め始めた 癒されぬ過去の存在と 拒めない未来にいくら 怯えても仕方ないと あとどの位の勇気が持てたら私は 大事なものだけを 胸を張って大事と言えるだろう 確かな想いは感じるのに ねぇいつも言葉に出来ない 誰もがこうして言葉にならない 想いを抱えながら今日も生きている 伝えたい想いは溢れるのに ねぇ上手く言葉にならない あなたに出会えていなければこんな もどかしい痛みさえも知らずに 確かな想いは感じるのに ねぇいつも言葉に出来ない 誰もがこうして言葉にならない 想いを抱えながら今日も生きている
45,金賞,16842,白雲の城_by_氷川きよし,夢まぼろしの 人の世は 流れる雲か 城の跡 苔むすままの 石垣に 栄華の昔 偲べども 風蕭条(しょうじょう)と 哭くばかり 城 黙して 語らず 天 永遠(とこしえ)に 動かず 人 人のみ 心揺れて… 月影浮かべ 満々と 湛(たた)えし堀も 水涸れて 名もなき花に 宿る露 幾星霜の 病葉(わくらば)が 積もりて朽ちし 大手門 心の褥(しとね) 草まくら 誰(た)が吹く笛か 琴の音か 月下に起(た)てる 若武者の 凛々しき姿 今いずこ あゝ荒城の 秋が逝く
45,金賞,17633,Perseus -ペルセウス-_by_島谷ひとみ,Rise 空には太陽が Force あなたには強さが 似合う Days 涙は夢をみて Stage 未来を描いては 掴む 世界中 風さえ在るのなら どこまでも ぼくらは飛べると誓い合う 絆が見えた ダイアモンドから 夢を放つ ペルセウス まだ見ぬチカラを その瞳に秘めて 光の翼が 虹をかけてゆく Field of dreams 輝く あなたを信じてる Voice 孤独をつつみこむ Stay 声の波の中で 祈る Grace あなたの悦びが Stars 私の悦びに 変わる 鮮やかな 目映い矢のように 走りだす あなたは嵐をくぐり抜け 扉をひらく サザンクロスさえ 越えてゆけるペルセウス かざした右手に 願いを込めて 震える想いが 呼び覚ます奇蹟 Dreams come true 見つめる彼方に辿りつく 世界中 風さえ在るのなら どこまでも ぼくらは飛べると誓い合う 絆が見えた ダイアモンドから 夢を放つ ペルセウス まだ見ぬチカラを その瞳に秘めて 光の翼が 虹をかけてゆく Field of dreams 輝く あなたを信じてる 輝く あなたを信じてる
